Orthogroup	Ce_transcript	Ct_transcript
OG0003005	transcript_R08C7.7.1	transcript_NIC58.12544.1
OG0003006	transcript_C55C3.7.1	transcript_NIC58.11611.1
OG0003009	transcript_ZC443.1.1	transcript_NIC58.7098.1
OG0003010	transcript_C07D8.5.1	transcript_NIC58.18659.1
OG0003012	transcript_T11F9.6.1	transcript_NIC58.8298.2
OG0003014	transcript_K03B8.2.1	transcript_NIC58.8322.1
OG0003015	transcript_R09F10.6.1	transcript_NIC58.19208.2
OG0003016	transcript_C44C10.1.1	transcript_NIC58.18461.1
OG0003017	transcript_Y62E10A.23.1	transcript_NIC58.673.1
OG0003018	transcript_F52E1.4c.1	transcript_NIC58.6993.1
OG0003019	transcript_B0024.8a.1	transcript_NIC58.8575.2
OG0003020	transcript_B0024.6b.1	transcript_NIC58.9872.1
OG0003021	transcript_K08E7.9.1	transcript_NIC58.13591.1
OG0003022	transcript_C47A10.1.1	transcript_NIC58.10728.2
OG0003023	transcript_ZK455.7.1	transcript_NIC58.17710.2
OG0003024	transcript_F42E11.1a.1	transcript_NIC58.17711.2
OG0003025	transcript_C34G6.4b.1	transcript_NIC58.1062.3
OG0003026	transcript_D2092.1b.1	transcript_NIC58.1838.2
OG0003027	transcript_F43E2.1.1	transcript_NIC58.4534.1
OG0003028	transcript_F48A9.3.1	transcript_NIC58.2233.1
OG0003029	transcript_T18D3.4.1	transcript_NIC58.18874.1
OG0003030	transcript_R06C7.10.1	transcript_NIC58.905.1
OG0003031	transcript_F11C3.3.1	transcript_NIC58.2601.1
OG0003032	transcript_K12F2.1.1	transcript_NIC58.8128.1
OG0003033	transcript_F45G2.2a.1	transcript_NIC58.15336.1
OG0003034	transcript_F58G4.1.1	transcript_NIC58.6903.2
OG0003035	transcript_K02A2.2.1	transcript_NIC58.6400.1
OG0003036	transcript_E04F6.14.1	transcript_NIC58.4573.1
OG0003037	transcript_C48B4.1.1	transcript_NIC58.15753.1
OG0003038	transcript_F08A8.1a.1	transcript_NIC58.2824.1
OG0003039	transcript_K02E11.1.1	transcript_NIC58.9557.1
OG0003040	transcript_T01E8.2.1	transcript_NIC58.3906.1
OG0003041	transcript_Y39G8B.10.1	transcript_NIC58.4913.1
OG0003042	transcript_T16H12.2.1	transcript_NIC58.8041.1
OG0003043	transcript_R04A9.2.1	transcript_NIC58.3125.1
OG0003044	transcript_C16C10.3.1	transcript_NIC58.7368.3
OG0003045	transcript_C33G3.5.1	transcript_NIC58.16931.1
OG0003046	transcript_T28A11.9.1	transcript_NIC58.7828.1
OG0003047	transcript_T20C4.1a.1	transcript_NIC58.7829.1
OG0003048	transcript_Y105C5B.16a.1	transcript_NIC58.10866.1
OG0003049	transcript_T01H10.1.1	transcript_NIC58.17212.1
OG0003050	transcript_T01H10.7.1	transcript_NIC58.17104.1
OG0003051	transcript_T16G1.3.1	transcript_NIC58.8645.1
OG0003052	transcript_T20F5.6.1	transcript_NIC58.1368.2
OG0003053	transcript_C32E12.5.2	transcript_NIC58.1932.1
OG0003054	transcript_K08A8.2a.2	transcript_NIC58.18682.2
OG0003055	transcript_F40E10.2.2	transcript_NIC58.19463.1
OG0003056	transcript_F46F11.4.1	transcript_NIC58.786.1
OG0003057	transcript_ZK1010.9.1	transcript_NIC58.13923.1
OG0003058	transcript_F55H12.1.1	transcript_NIC58.14931.1
OG0003059	transcript_W04D2.1a.1	transcript_NIC58.8045.4
OG0003060	transcript_Y105E8A.14.1	transcript_NIC58.2544.2
OG0003061	transcript_R07B7.5.1	transcript_NIC58.8168.1
OG0003062	transcript_R07B7.4b.1	transcript_NIC58.8169.2
OG0003063	transcript_ZK550.6.1	transcript_NIC58.10844.1
OG0003064	transcript_T24E12.8.1	transcript_NIC58.5754.1
OG0003065	transcript_W01D2.3a.1	transcript_NIC58.3604.1
OG0003066	transcript_F55D10.5.2	transcript_NIC58.18192.1
OG0003067	transcript_K10D6.1.1	transcript_NIC58.8372.1
OG0003068	transcript_C53D6.3.1	transcript_NIC58.11403.1
OG0003069	transcript_F58G6.4b.1	transcript_NIC58.11301.1
OG0003070	transcript_F47A4.1b.1	transcript_NIC58.17410.3
OG0003071	transcript_C36E8.5.1	transcript_NIC58.15977.1
OG0003072	transcript_C54C6.2.1	transcript_NIC58.15504.2
OG0003073	transcript_ZK154.3.1	transcript_NIC58.18736.1
OG0003074	transcript_B0272.1.1	transcript_NIC58.17262.1
OG0003075	transcript_K01G5.7.1	transcript_NIC58.14724.3
OG0003076	transcript_B0285.8.1	transcript_NIC58.15034.1
OG0003077	transcript_B0285.10.1	transcript_NIC58.15037.1
OG0003078	transcript_B0285.9.1	transcript_NIC58.15036.1
OG0003079	transcript_Y75B12B.2.1	transcript_NIC58.10292.1
OG0003080	transcript_Y41D4B.27.1	transcript_NIC58.13635.4
OG0003081	transcript_Y41D4B.8.1	transcript_NIC58.13634.2
OG0003082	transcript_Y51A2D.17.1	transcript_NIC58.10562.1
OG0003083	transcript_R11E3.5a.1	transcript_NIC58.11274.1
OG0003084	transcript_F45F2.7.1	transcript_NIC58.7023.2
OG0003085	transcript_H19J13.1.1	transcript_NIC58.17122.1
OG0003086	transcript_T04B2.4.1	transcript_NIC58.12335.1
OG0003087	transcript_Y105C5B.6c.1	transcript_NIC58.10884.1
OG0003088	transcript_H25K10.3.1	transcript_NIC58.10883.1
OG0003089	transcript_Y73B6BL.39.1	transcript_NIC58.11705.1
OG0003090	transcript_Y105C5B.4.1	transcript_NIC58.10888.1
OG0003091	transcript_Y116F11B.9a.1	transcript_NIC58.7327.1
OG0003092	transcript_F56D5.3.2	transcript_NIC58.11450.1
OG0003093	transcript_W06H8.2.1	transcript_NIC58.8830.1
OG0003094	transcript_F17A9.4.1	transcript_NIC58.8823.1
OG0003095	transcript_R03G8.1.1	transcript_NIC58.19558.1
OG0003096	transcript_K03A11.4.1	transcript_NIC58.19559.1
OG0003097	transcript_Y39H10A.7a.1	transcript_NIC58.7276.1
OG0003098	transcript_Y97E10B.3.1	transcript_NIC58.7140.1
OG0003099	transcript_K01D12.13b.1	transcript_NIC58.8060.1
OG0003100	transcript_C04G6.10.1	transcript_NIC58.5143.1
OG0003101	transcript_C32D5.8b.1	transcript_NIC58.4759.1
OG0003102	transcript_C04F12.9.1	transcript_NIC58.4893.1
OG0003103	transcript_Y22F5A.4.1	transcript_NIC58.8584.1
OG0003104	transcript_Y22F5A.5.1	transcript_NIC58.8582.1
OG0003105	transcript_C54C8.6.1	transcript_NIC58.2499.2
OG0003106	transcript_ZC15.6.1	transcript_NIC58.10136.1
OG0003107	transcript_F21G4.4.1	transcript_NIC58.17432.1
OG0003108	transcript_F35E8.8.1	transcript_NIC58.9807.1
OG0003109	transcript_R05F9.5.1	transcript_NIC58.5208.1
OG0003110	transcript_ZK546.11.1	transcript_NIC58.5200.1
OG0003111	transcript_F52B11.4.1	transcript_NIC58.11696.1
OG0003112	transcript_T04C12.5.1	transcript_NIC58.8398.1
OG0003113	transcript_T25C8.2.1	transcript_NIC58.14787.1
OG0003114	transcript_T22D1.12b.1	transcript_NIC58.11803.1
OG0003115	transcript_C42D4.2.1	transcript_NIC58.11851.3
OG0003116	transcript_C17H12.4.1	transcript_NIC58.11767.1
OG0003117	transcript_C42D4.5.1	transcript_NIC58.11847.1
OG0003118	transcript_B0331.1.1	transcript_NIC58.9218.1
OG0003119	transcript_T19B10.1.1	transcript_NIC58.8368.1
OG0003120	transcript_F58E10.7.1	transcript_NIC58.6874.1
OG0003122	transcript_K09C4.5.1	transcript_NIC58.17965.1
OG0003123	transcript_K09C4.4.1	transcript_NIC58.17967.1
OG0003124	transcript_F41C6.5.1	transcript_NIC58.18570.2
OG0003125	transcript_F40B5.3a.1	transcript_NIC58.19202.2
OG0003126	transcript_C53B7.7.1	transcript_NIC58.19203.1
OG0003127	transcript_F41C6.4b.1	transcript_NIC58.18566.1
OG0003129	transcript_C29F7.6a.1	transcript_NIC58.5965.1
OG0003130	transcript_F18E9.5b.1	transcript_NIC58.19163.1
OG0003131	transcript_F21F3.5.1	transcript_NIC58.577.1
OG0003132	transcript_Y110A7A.3.1	transcript_NIC58.96.1
OG0003133	transcript_R01E6.4a.1	transcript_NIC58.19652.1
OG0003134	transcript_ZC504.2.1	transcript_NIC58.17533.1
OG0003135	transcript_C47E12.2.2	transcript_NIC58.5474.1
OG0003136	transcript_T27E9.1.1	transcript_NIC58.15352.1
OG0003137	transcript_Y77E11A.11a.1	transcript_NIC58.13446.1
OG0003139	transcript_Y39A3CL.5a.1	transcript_NIC58.14308.1
OG0003140	transcript_R07G3.2.1	transcript_NIC58.4495.1
OG0003141	transcript_Y38E10A.7.1	transcript_NIC58.5635.1
OG0003142	transcript_R09F10.1.1	transcript_NIC58.19207.2
OG0003143	transcript_F56H9.6.1	transcript_NIC58.8002.1
OG0003144	transcript_R134.1a.1	transcript_NIC58.3919.1
OG0003145	transcript_ZK970.5.1	transcript_NIC58.3917.2
OG0003146	transcript_ZK970.6.1	transcript_NIC58.3918.1
OG0003147	transcript_C17F4.6c.1	transcript_NIC58.5448.1
OG0003148	transcript_F54C9.8.1	transcript_NIC58.14712.1
OG0003149	transcript_C14C11.5.1	transcript_NIC58.8744.1
OG0003150	transcript_C53B4.2.1	transcript_NIC58.2063.1
OG0003151	transcript_B0244.6.1	transcript_NIC58.14515.1
OG0003152	transcript_K06H7.2.1	transcript_NIC58.15469.1
OG0003153	transcript_T20B12.4.1	transcript_NIC58.16290.4
OG0003154	transcript_K02D7.3a.1	transcript_NIC58.8691.3
OG0003155	transcript_T28C12.4a.1	transcript_NIC58.8850.3
OG0003156	transcript_ZK550.2.1	transcript_NIC58.10849.1
OG0003157	transcript_F14D7.6d.1	transcript_NIC58.9514.3
OG0003158	transcript_T28C12.1.1	transcript_NIC58.8851.1
OG0003159	transcript_T24A6.3.1	transcript_NIC58.7579.1
OG0003160	transcript_C35A5.3.1	transcript_NIC58.8532.1
OG0003161	transcript_T22F3.11.1	transcript_NIC58.7254.1
OG0003162	transcript_T22F3.10.1	transcript_NIC58.7255.2
OG0003163	transcript_C53B7.5.1	transcript_NIC58.18565.1
OG0003164	transcript_Y39H10B.1a.1	transcript_NIC58.7267.1
OG0003165	transcript_F08H9.6.1	transcript_NIC58.9444.1
OG0003166	transcript_Y65B4BR.9.1	transcript_NIC58.452.1
OG0003167	transcript_F33D11.4a.1	transcript_NIC58.1070.1
OG0003168	transcript_Y39G10AR.18a.1	transcript_NIC58.1036.2
OG0003169	transcript_C55C2.5a.1	transcript_NIC58.1155.2
OG0003171	transcript_T11F9.4a.1	transcript_NIC58.8301.1
OG0003172	transcript_F54D12.3.1	transcript_NIC58.6107.1
OG0003173	transcript_T11F8.4.1	transcript_NIC58.14512.1
OG0003174	transcript_Y113G7B.12.1	transcript_NIC58.825.1
OG0003175	transcript_F55F8.4.1	transcript_NIC58.817.1
OG0003176	transcript_K06A5.6.2	transcript_NIC58.1795.1
OG0003177	transcript_T10E9.9b.1	transcript_NIC58.1818.1
OG0003178	transcript_C17C3.12c.1	transcript_NIC58.5039.1
OG0003179	transcript_C55B7.4a.1	transcript_NIC58.1804.4
OG0003180	transcript_F26A1.8.1	transcript_NIC58.15123.1
OG0003181	transcript_C15A11.7a.1	transcript_NIC58.34.1
OG0003182	transcript_C15A11.4.1	transcript_NIC58.60.1
OG0003183	transcript_F26A1.7a.1	transcript_NIC58.15122.1
OG0003184	transcript_C09G5.5.1	transcript_NIC58.4241.1
OG0003185	transcript_C26C6.4a.1	transcript_NIC58.38.1
OG0003186	transcript_F54D1.5.1	transcript_NIC58.12050.1
OG0003187	transcript_C05C12.3.1	transcript_NIC58.12045.2
OG0003188	transcript_W07G9.2b.1	transcript_NIC58.12892.3
OG0003189	transcript_F31C3.5.1	transcript_NIC58.2722.2
OG0003190	transcript_Y110A2AL.12a.1	transcript_NIC58.5936.3
OG0003191	transcript_B0454.26.1	transcript_NIC58.5943.1
OG0003192	transcript_C33F10.8.1	transcript_NIC58.5320.1
OG0003193	transcript_F22B5.10.1	transcript_NIC58.3275.1
OG0003194	transcript_C53B4.1.1	transcript_NIC58.11414.1
OG0003195	transcript_C50E10.5.1	transcript_NIC58.5347.1
OG0003196	transcript_B0416.6.1	transcript_NIC58.17245.1
OG0003197	transcript_M01F1.1.1	transcript_NIC58.15530.1
OG0003198	transcript_F59F3.5.2	transcript_NIC58.17629.1
OG0003199	transcript_C36A4.6.1	transcript_NIC58.13880.1
OG0003200	transcript_H12C20.6a.2	transcript_NIC58.8271.1
OG0003201	transcript_H12C20.3a.1	transcript_NIC58.8270.2
OG0003202	transcript_B0280.8.1	transcript_NIC58.15369.2
OG0003203	transcript_Y45G5AM.1a.1	transcript_NIC58.7658.7
OG0003204	transcript_T28H11.2.1	transcript_NIC58.11532.1
OG0003205	transcript_T28H11.3.1	transcript_NIC58.11531.1
OG0003206	transcript_Y59E9AR.4.1	transcript_NIC58.11336.1
OG0003207	transcript_F49A5.6.1	transcript_NIC58.11540.1
OG0003208	transcript_W08D2.8.1	transcript_NIC58.15344.1
OG0003209	transcript_K09B11.5a.1	transcript_NIC58.14983.1
OG0003210	transcript_T07G12.12a.1	transcript_NIC58.1986.1
OG0003211	transcript_R02D1.2.1	transcript_NIC58.6550.1
OG0003212	transcript_F46B6.8.1	transcript_NIC58.9261.1
OG0003213	transcript_ZK6.7a.1	transcript_NIC58.7375.2
OG0003214	transcript_R11G11.14.1	transcript_NIC58.7793.1
OG0003215	transcript_F54F3.3.1	transcript_NIC58.8640.1
OG0003216	transcript_ZK697.7a.1	transcript_NIC58.7315.1
OG0003217	transcript_F18E3.7a.2	transcript_NIC58.10635.1
OG0003218	transcript_C47A10.5a.1	transcript_NIC58.10731.2
OG0003219	transcript_C33G8.6.1	transcript_NIC58.8973.1
OG0003221	transcript_Y46H3D.7a.1	transcript_NIC58.6585.1
OG0003222	transcript_Y46H3D.6a.1	transcript_NIC58.6584.2
OG0003223	transcript_T24A6.20.1	transcript_NIC58.7580.1
OG0003224	transcript_K09D9.1.1	transcript_NIC58.7613.1
OG0003225	transcript_C49G7.5.1	transcript_NIC58.7558.1
OG0003226	transcript_T09D3.7.1	transcript_NIC58.7944.1
OG0003227	transcript_K09A11.2.1	transcript_NIC58.19529.4
OG0003228	transcript_R04D3.1.1	transcript_NIC58.19527.1
OG0003229	transcript_C50F4.3.1	transcript_NIC58.9184.1
OG0003230	transcript_Y51A2D.1a.1	transcript_NIC58.10583.1
OG0003231	transcript_R07E3.1a.1	transcript_NIC58.17522.1
OG0003232	transcript_Y51A2D.8.1	transcript_NIC58.10584.1
OG0003233	transcript_C17G1.2.1	transcript_NIC58.17439.1
OG0003234	transcript_F13H8.8.2	transcript_NIC58.16068.1
OG0003235	transcript_F26H11.4.1	transcript_NIC58.2209.1
OG0003236	transcript_F17B5.6.1	transcript_NIC58.10368.1
OG0003237	transcript_F27C1.3.1	transcript_NIC58.1660.1
OG0003238	transcript_C47E12.10a.1	transcript_NIC58.2622.1
OG0003239	transcript_ZK1128.6a.1	transcript_NIC58.15616.4
OG0003240	transcript_ZK1128.5.1	transcript_NIC58.15618.3
OG0003241	transcript_T23B3.2.1	transcript_NIC58.1845.1
OG0003242	transcript_C12D8.1b.1	transcript_NIC58.8592.1
OG0003243	transcript_C06G4.1.1	transcript_NIC58.5626.1
OG0003244	transcript_F55F8.3.1	transcript_NIC58.820.1
OG0003245	transcript_R05H5.2.1	transcript_NIC58.3899.1
OG0003246	transcript_K06A5.7.1	transcript_NIC58.1797.3
OG0003247	transcript_M88.3.1	transcript_NIC58.11023.1
OG0003248	transcript_C36F7.5.1	transcript_NIC58.393.1
OG0003249	transcript_F44E5.15.1	transcript_NIC58.13406.1
OG0003250	transcript_K07D4.2.1	transcript_NIC58.264.1
OG0003251	transcript_C14C10.1.1	transcript_NIC58.8018.1
OG0003252	transcript_F01G4.6b.1	transcript_NIC58.12027.1
OG0003253	transcript_Y106G6E.6.2	transcript_NIC58.1446.3
OG0003254	transcript_F46F2.2c.1	transcript_NIC58.19371.2
OG0003255	transcript_F58A4.10.1	transcript_NIC58.15746.1
OG0003256	transcript_Y105E8A.4.1	transcript_NIC58.15563.1
OG0003257	transcript_T05G5.6.1	transcript_NIC58.15718.3
OG0003258	transcript_T16A1.7.1	transcript_NIC58.12579.1
OG0003259	transcript_Y4C6B.6.1	transcript_NIC58.11572.1
OG0003260	transcript_C33C12.3a.1	transcript_NIC58.5444.1
OG0003261	transcript_C33C12.8.1	transcript_NIC58.5449.1
OG0003262	transcript_M153.2.1	transcript_NIC58.17109.1
OG0003263	transcript_Y40B10A.8a.1	transcript_NIC58.7483.2
OG0003264	transcript_F26G1.1.1	transcript_NIC58.5234.3
OG0003265	transcript_F17A2.1a.1	transcript_NIC58.19244.1
OG0003266	transcript_Y102A5C.36.1	transcript_NIC58.19518.1
OG0003267	transcript_C10E2.6.1	transcript_NIC58.17139.1
OG0003268	transcript_T02G5.12.1	transcript_NIC58.5662.1
OG0003269	transcript_F32A11.7.1	transcript_NIC58.4050.1
OG0003270	transcript_W06G6.7.1	transcript_NIC58.9692.1
OG0003271	transcript_W07G1.2.1	transcript_NIC58.4922.1
OG0003272	transcript_Y49E10.16a.1	transcript_NIC58.13915.1
OG0003273	transcript_R107.1b.1	transcript_NIC58.16146.1
OG0003274	transcript_K08E5.2a.1	transcript_NIC58.15614.2
OG0003275	transcript_F31F6.6.1	transcript_NIC58.19434.2
OG0003276	transcript_C56G2.6c.1	transcript_NIC58.14433.1
OG0003277	transcript_C02F5.5.1	transcript_NIC58.15441.1
OG0003278	transcript_C05B5.8.1	transcript_NIC58.15648.1
OG0003279	transcript_K08C7.2.2	transcript_NIC58.12805.1
OG0003280	transcript_T28D6.9.1	transcript_NIC58.14864.1
OG0003281	transcript_Y75B8A.30.1	transcript_NIC58.13933.1
OG0003282	transcript_Y49E10.3.1	transcript_NIC58.13932.1
OG0003283	transcript_Y55F3AM.2.1	transcript_NIC58.13575.1
OG0003284	transcript_C44B12.4.1	transcript_NIC58.13577.1
OG0003285	transcript_R11E3.2.1	transcript_NIC58.12491.1
OG0003286	transcript_T07G12.5a.1	transcript_NIC58.12811.1
OG0003287	transcript_T08B6.4.1	transcript_NIC58.2033.1
OG0003288	transcript_F58D2.2.1	transcript_NIC58.13998.1
OG0003289	transcript_C06E7.3a.1	transcript_NIC58.11627.1
OG0003290	transcript_C49F5.1.2	transcript_NIC58.19050.1
OG0003291	transcript_C06E7.1a.1	transcript_NIC58.11628.3
OG0003292	transcript_F42A9.4.1	transcript_NIC58.2223.1
OG0003293	transcript_B0001.5.1	transcript_NIC58.12209.1
OG0003294	transcript_B0001.8b.1	transcript_NIC58.12208.1
OG0003295	transcript_Y67A10A.2.1	transcript_NIC58.11167.1
OG0003296	transcript_F10D2.10.1	transcript_NIC58.7751.1
OG0003297	transcript_C03A7.10.1	transcript_NIC58.7149.1
OG0003298	transcript_C08E8.4.1	transcript_NIC58.10445.1
OG0003299	transcript_C07G3.2.1	transcript_NIC58.6506.1
OG0003300	transcript_F59B1.6.1	transcript_NIC58.7258.1
OG0003301	transcript_B0238.6.1	transcript_NIC58.7923.1
OG0003302	transcript_B0238.8.1	transcript_NIC58.7928.1
OG0003303	transcript_T23D5.1.1	transcript_NIC58.9345.1
OG0003304	transcript_W02D7.3.1	transcript_NIC58.6969.2
OG0003305	transcript_C27H6.9.1	transcript_NIC58.9313.1
OG0003306	transcript_F46B6.7.1	transcript_NIC58.9260.1
OG0003307	transcript_T07C12.12.1	transcript_NIC58.9293.2
OG0003308	transcript_C44H9.1.1	transcript_NIC58.7103.1
OG0003309	transcript_C08B6.1b.1	transcript_NIC58.7105.1
OG0003310	transcript_F35E12.9b.1	transcript_NIC58.6746.1
OG0003311	transcript_F35E12.8a.1	transcript_NIC58.6745.4
OG0003312	transcript_F35E12.10.2	transcript_NIC58.6747.1
OG0003313	transcript_T10C6.3.1	transcript_NIC58.10012.1
OG0003314	transcript_F07G6.1.1	transcript_NIC58.20074.1
OG0003315	transcript_T21B6.1.2	transcript_NIC58.17615.2
OG0003316	transcript_F57C7.1d.1	transcript_NIC58.17558.1
OG0003317	transcript_C09C7.1.1	transcript_NIC58.18763.1
OG0003318	transcript_F42F12.2.1	transcript_NIC58.18899.1
OG0003319	transcript_C14F5.2.1	transcript_NIC58.18764.1
OG0003320	transcript_T21E8.3.1	transcript_NIC58.17597.1
OG0003321	transcript_C05A9.1a.1	transcript_NIC58.17596.1
OG0003322	transcript_C23H4.4a.1	transcript_NIC58.17115.2
OG0003323	transcript_F22E10.1.1	transcript_NIC58.18853.1
OG0003324	transcript_F22E10.2.1	transcript_NIC58.18852.1
OG0003325	transcript_ZK678.4.1	transcript_NIC58.19292.1
OG0003326	transcript_F02C12.5.1	transcript_NIC58.9688.1
OG0003327	transcript_Y48G1A.5a.1	transcript_NIC58.835.1
OG0003328	transcript_Y48G8AL.13a.2	transcript_NIC58.2046.1
OG0003329	transcript_C10C5.2.1	transcript_NIC58.541.1
OG0003330	transcript_Y56A3A.33.1	transcript_NIC58.14967.1
OG0003331	transcript_Y47G6A.30.1	transcript_NIC58.14617.6
OG0003332	transcript_F52C9.8b.1	transcript_NIC58.1862.1
OG0003333	transcript_E01A2.7.1	transcript_NIC58.1381.1
OG0003334	transcript_C50A2.2a.1	transcript_NIC58.17141.1
OG0003335	transcript_K06A5.1b.1	transcript_NIC58.1798.1
OG0003336	transcript_ZK973.2.1	transcript_NIC58.1428.2
OG0003337	transcript_C36B1.6a.1	transcript_NIC58.1625.2
OG0003338	transcript_W03G9.2.1	transcript_NIC58.7656.2
OG0003339	transcript_F55A12.7.1	transcript_NIC58.1647.1
OG0003340	transcript_C15A11.2.1	transcript_NIC58.630.1
OG0003341	transcript_T05E7.2.1	transcript_NIC58.1735.1
OG0003342	transcript_T06E4.6.1	transcript_NIC58.9216.1
OG0003343	transcript_T06E4.4.1	transcript_NIC58.9215.1
OG0003344	transcript_H05L14.1.1	transcript_NIC58.356.1
OG0003345	transcript_C52E4.4.1	transcript_NIC58.8184.3
OG0003346	transcript_ZK858.3.1	transcript_NIC58.1547.1
OG0003347	transcript_M04C9.3a.1	transcript_NIC58.833.1
OG0003348	transcript_M04C9.2.1	transcript_NIC58.841.1
OG0003349	transcript_M04C9.1a.1	transcript_NIC58.840.1
OG0003350	transcript_F59H5.1.1	transcript_NIC58.5445.2
OG0003351	transcript_F18A1.5.1	transcript_NIC58.4487.2
OG0003352	transcript_T05A7.10.1	transcript_NIC58.3519.1
OG0003353	transcript_T05A7.5.1	transcript_NIC58.3463.3
OG0003354	transcript_K12H6.3.1	transcript_NIC58.5904.1
OG0003355	transcript_C49D10.11.1	transcript_NIC58.5049.1
OG0003356	transcript_E04F6.9.1	transcript_NIC58.4567.1
OG0003357	transcript_R07A4.1.1	transcript_NIC58.17579.2
OG0003358	transcript_R186.5b.1	transcript_NIC58.8656.2
OG0003359	transcript_F14F11.1h.1	transcript_NIC58.3194.4
OG0003360	transcript_Y6E2A.9a.1	transcript_NIC58.9330.1
OG0003361	transcript_F37H8.4.1	transcript_NIC58.3920.1
OG0003362	transcript_AH6.2.1	transcript_NIC58.3921.1
OG0003363	transcript_ZK892.1f.1	transcript_NIC58.3932.1
OG0003364	transcript_W09H1.6b.1	transcript_NIC58.4058.2
OG0003365	transcript_F52H3.7a.1	transcript_NIC58.3937.1
OG0003366	transcript_Y38F2AL.5.1	transcript_NIC58.13495.1
OG0003367	transcript_C14B1.4.1	transcript_NIC58.15488.1
OG0003368	transcript_ZC302.2a.1	transcript_NIC58.8489.3
OG0003369	transcript_K04G11.4.1	transcript_NIC58.16971.1
OG0003370	transcript_T12B3.3.1	transcript_NIC58.11910.1
OG0003371	transcript_F48E8.2.1	transcript_NIC58.14685.1
OG0003372	transcript_R107.8.1	transcript_NIC58.16152.1
OG0003373	transcript_C38H2.2.1	transcript_NIC58.14665.1
OG0003374	transcript_K11D9.3.2	transcript_NIC58.14735.1
OG0003375	transcript_Y41C4A.2.1	transcript_NIC58.14900.9
OG0003376	transcript_Y56A3A.5.1	transcript_NIC58.14951.2
OG0003377	transcript_Y56A3A.12a.2	transcript_NIC58.14952.4
OG0003378	transcript_W02D7.6.1	transcript_NIC58.3385.1
OG0003379	transcript_Y41D4B.10a.1	transcript_NIC58.13632.3
OG0003380	transcript_F52C12.5.1	transcript_NIC58.13559.1
OG0003381	transcript_W09C2.3a.1	transcript_NIC58.11520.3
OG0003382	transcript_Y67D8C.10b.2	transcript_NIC58.12282.3
OG0003383	transcript_R05C11.3.1	transcript_NIC58.13532.1
OG0003384	transcript_Y54G2A.10a.1	transcript_NIC58.13436.1
OG0003385	transcript_C49H3.1.1	transcript_NIC58.12715.1
OG0003386	transcript_ZK896.8.1	transcript_NIC58.12400.1
OG0003387	transcript_T26C12.4.1	transcript_NIC58.12585.1
OG0003388	transcript_C17H12.1a.1	transcript_NIC58.11760.1
OG0003389	transcript_F58G6.5c.2	transcript_NIC58.11316.1
OG0003390	transcript_T10C6.6f.1	transcript_NIC58.10015.2
OG0003391	transcript_F28F8.7a.1	transcript_NIC58.11008.2
OG0003392	transcript_C49C3.13.1	transcript_NIC58.10821.1
OG0003393	transcript_C30H6.4.1	transcript_NIC58.10818.1
OG0003394	transcript_C30H6.1c.1	transcript_NIC58.10819.2
OG0003395	transcript_F16B12.4.1	transcript_NIC58.19589.1
OG0003396	transcript_H25P19.1.1	transcript_NIC58.6505.1
OG0003397	transcript_T03D3.5.1	transcript_NIC58.6595.1
